Delta_phase_1_2 (cycle),Delta_phase_2_3 (cycle),Delta_phase_3_4 (cycle),model gait
0.355170410621014,0.703488378768682,0.493203044532991,trot
0.536187888494539,0.473736189979159,0.502728479559803,trot
0.534960240727757,0.578905259824219,0.455409984857239,trot
0.207602960524576,0.438346556193864,0.484572207663895,trot
0.542784209557018,0.590566488132232,0.682659073270441,trot
0.629366970083511,0.516717290219587,0.576053300153446,trot
0.399935127131611,0.38589321453718,0.385843557852842,trot
0.503373714160172,0.46526715187164,0.417037162441587,trot
0.462063373961185,0.521786039872274,0.636695506410201,trot
0.615470647951097,0.513791397184126,0.554757387486124,trot
0.488508927904839,0.554449302315281,0.519628250358646,trot
0.701346970139677,0.564261895316615,0.732946136353218,trot
0.615381689999923,0.469471723648598,0.49443972813398,trot
0.634446931758041,0.605125825693978,0.482642845813355,trot
0.536035353058971,0.525909134766929,0.666519359243916,trot
0.581076716028922,0.454953332220772,0.708789048427268,trot
0.299045039878279,0.489876409704064,0.479565160724803,trot
0.342354595231218,0.496843268998503,0.558240492143712,trot
0.66292073398207,0.576799041468411,0.63076768255575,trot
0.550648675099521,0.497770654330648,0.413599049756045,trot
0.524088472456445,0.473078556099453,0.528386585370695,trot
0.575960790303205,0.397520291179762,0.554637354937593,trot
0.498625778329595,0.672095901433337,0.27269148620991,trot
0.371026159934016,0.429585090942714,0.426927923898911,trot
0.615210953306446,0.452174497025026,0.488868979612853,trot
0.601281449775901,0.392279258447963,0.479687016091793,trot
0.563444360210899,0.486041349491474,0.450893839309031,trot
0.668632971790299,0.448285013988698,0.648302256548702,trot
0.412980629632381,0.62360669114459,0.636149831067187,trot
0.286242444708166,0.372911214216401,0.531437448593291,trot
0.516328944667075,0.513742869975111,0.44777750878032,trot
0.474758808734756,0.523272740577301,0.66161933577964,trot
0.563707047819879,0.629626151781294,0.590912450677315,trot
0.491905827819762,0.504143776766724,0.653534190495828,trot
0.57247825439771,0.477753534920544,0.600866701111692,trot
0.579001281005029,0.559394653155141,0.380365486175157,trot
0.534822085802784,0.450308342684251,0.522914986334313,trot
0.535558521078397,0.485147764883827,0.46426494879457,trot
0.657018595179629,0.410544885204027,0.571142608371916,trot
0.307045496443054,0.484798857333414,0.5056522629873,trot
0.61572314851367,0.465317094379098,0.575260059212961,trot
0.67704039409146,0.576995012960982,0.645301476345756,trot
0.38043613686337,0.342869145472984,0.452637632489052,trot
0.583045996679681,0.613314107548858,0.338151078049116,trot
0.508672163356861,0.426010839920246,0.493287780620922,trot
0.458464661125805,0.611683571368995,0.508680984060041,trot
0.571093901610648,0.505225731443866,0.657884637735157,trot
0.428198268669527,0.601261354170554,0.465005569185874,trot
0.508131520026421,0.682618567067396,0.447240157479239,trot
0.453454486326746,0.550085272611295,0.482050780318603,trot
0.321005748775837,0.362088029164192,0.499206559984209,trot
0.594463101564329,0.427506587553539,0.540365846419494,trot
0.558164057426944,0.627769510054802,0.662478722590496,trot
0.526971734888275,0.380191089658887,0.454795470943225,trot
0.514773517103228,0.477153555084518,0.464776884689968,trot
0.416954746229358,0.567058517781637,0.437287996079402,trot
0.658399724898572,0.597862526755172,0.38346220196393,trot
0.441594221246218,0.404240312300741,0.340902337151538,trot
0.659510866142525,0.581292989596656,0.581063997031174,trot
0.566930666115223,0.486517068565011,0.70244216467949,trot
0.50978732158667,0.226871062877516,0.391733982570189,trot
0.57382762879816,0.595402279732447,0.668456553094819,trot
0.185506545664332,0.600316771539646,0.472552685606778,trot
0.452824455042399,0.349631856020319,0.56148842606028,trot
0.51689317845025,0.412528057736862,0.552503993415091,trot
0.403689361130342,0.401695136552838,0.456993110140639,trot
0.552208673297432,0.620466186437402,0.599896153353467,trot
0.442085974796959,0.554723346112845,0.574228845219242,trot
0.658174075379613,0.474047192910019,0.615967623213769,trot
0.542951734831936,0.454776638840526,0.409183085938615,trot
0.694687945125435,0.678245013283125,0.496453406178076,trot
0.34382831928485,0.50910396031525,0.435919368864934,trot
0.617630654754345,0.382957147912142,0.473242227746677,trot
0.478846417296312,0.952524970165198,0.639246544826089,trot
0.625641137191562,0.33637309686003,0.570534538477381,trot
0.521194740584214,0.582695135515114,0.415137235018956,trot
0.51408877530401,0.490305008990728,0.499888609853394,trot
0.497762123345255,0.357173398384158,0.37332305905589,trot
0.527279607542609,0.411084414764521,0.441846014628056,trot
0.661927417451635,0.557264291518974,0.336460882262785,trot
0.511218695299412,0.58783633587671,0.487276213047653,trot
0.244466521070372,0.561982619119758,0.335011432107162,trot
0.605901022008186,0.512253712923331,0.467394732079359,trot
0.349603557961946,0.595381262945599,0.509868538778514,trot
0.548971087219345,0.520857180175353,0.445304463633272,trot
0.435274716551974,0.414060742657029,0.474667533356764,trot
0.685885651371554,0.487985392563609,0.530620739527288,trot
0.468291425980813,0.548296323183619,0.42344575446385,trot
0.488737755665736,0.46311699964584,0.526216995752159,trot
0.560230036303093,0.533520333103404,0.696708264287765,trot
0.188155693715536,0.51579294983495,0.507343692690278,trot
0.475313099040109,0.455455084897726,0.446138258212162,trot
0.424853032462645,0.470353001070012,0.652203538985474,trot
0.405810533907693,0.614594066246033,0.49195092258712,trot
0.47503001347492,0.348038367076228,0.550969950560707,trot
0.40223759310728,0.473512484226697,0.526015375286228,trot
0.535401133046776,0.310750962958936,0.547571341735166,trot
0.462220722460251,0.516656268854854,0.604889415118259,trot
0.259265512751827,0.554481357283728,0.741866011134208,trot
0.499461778168952,0.567763474727734,0.476334544803352,trot
0.356665345001127,0.483398204371022,0.351513919019234,trot
0.464997794656357,0.0525358162447603,0.524741939796302,trot
0.47693283559257,0.616167253843822,0.458265587853591,trot
0.564336219731282,0.615073555098937,0.533308851522455,trot
0.780123359146861,0.453222436751818,0.45182946018362,trot
0.483126568440641,0.45561701998211,0.704775591588804,trot
0.326713610716195,0.465613448059257,0.498348348117953,trot
0.535379291730486,0.621207283535346,0.544172706781802,trot
0.546349721510615,0.522593539843942,0.596784844678404,trot
0.556445905127747,0.533693500675154,0.704198318359093,trot
0.497136960615767,0.425890617093073,0.191057994458996,trot
0.548436787319123,0.481476713825843,0.498414643404587,trot
0.594330425815383,0.656135935644952,0.45873214641764,trot
0.405424318453438,0.571897700983866,0.332358216552785,trot
0.43252439403793,0.484412181574745,0.454759306978777,trot
0.413594708473772,0.442566667265995,0.66291428340428,trot
0.705409678119183,0.462349293672103,0.506334175438893,trot
0.517098995522898,0.529320082360178,0.560909378974425,trot
0.874616421064488,0.477941430464037,0.441982713639882,trot
0.336467426913742,0.452876838004688,0.554062579579976,trot
0.646054374772196,0.489877094600557,0.55689755531573,trot
0.456303329378877,0.631765242671423,0.453566125806528,trot
0.509299895936288,0.414939616146197,0.597526499640795,trot
0.32925517653088,0.562277229726279,0.568714047940314,trot
0.530563383129959,0.484792647502523,0.411247111467052,trot
0.612807646067289,0.504660599339027,0.587631577074273,trot
0.612816352700494,0.553080193648145,0.377191636514405,trot
0.642754988459925,0.518381336611611,0.586424730415095,trot
0.439603609479864,0.420831769232612,0.480050757337171,trot
0.32890053343335,0.414456102597856,0.619065243547725,trot
0.565259905064076,0.508061084288414,0.665205387916762,trot
0.69630456586355,0.618520367903363,0.647378235916987,trot
0.405835572238872,0.465411271527095,0.418625132655157,trot
0.323108621714003,0.504399469103549,0.501104521209246,trot
0.536810831787682,0.590576004108041,0.246847107731803,trot
0.621598505939474,0.607706693964361,0.384717915613698,trot
0.34437550490067,0.503208109430321,0.524986751278677,trot
0.348362587105954,0.535097721632594,0.475946224782656,trot
0.418422709216423,0.542676021766394,0.276991669700776,trot
0.697446411879733,0.593333301857674,0.531655945176685,trot
0.484328296915338,0.552050261821699,0.529206953822229,trot
0.470408330838743,0.501943038501848,0.636352352347358,trot
0.426037269142715,0.570006495022545,0.425690083300064,trot
0.438667238533977,0.516014718321635,0.464032538313493,trot
0.406700098534002,0.591771348846237,0.316992561034816,trot
0.400169165225225,0.504701421171115,0.448916153533831,trot
0.554407950451401,0.522153167936144,0.596469870854487,trot
0.362942961702936,0.404517000682034,0.581708075758221,trot
0.529686558950639,0.46046441820167,0.566807820256128,trot
0.658678539108866,0.445701346226548,0.506692034033267,trot
0.446022333135149,0.203988455052506,0.482704509001673,trot
0.401200403919863,0.324908422562502,0.468233505997402,trot
0.437974341611631,0.409532656485161,0.370249061240281,trot
0.590083614729283,0.428131415572108,0.579241913202651,trot
0.625035112797282,0.677000835988042,0.635289646572756,trot
0.516757397440993,0.494969206169885,0.504365239051684,trot
0.408207666005336,0.715361059754686,0.47584317713416,trot
0.625413478298661,0.443075483776386,0.338038224547745,trot
0.614011579090785,0.489575287454732,0.383022020725703,trot
0.476888847388885,0.556785604889972,0.590514500536412,trot
0.532996730327862,0.428406394670907,0.608087687304408,trot
0.531320966210098,0.62217643154604,0.677222573801909,trot
0.521783910471179,0.503066562509238,0.622819570767126,trot
0.549088189611744,0.463672916310931,0.64708622119027,trot
0.427093867277786,0.573259281589421,0.563490896013214,trot
0.484554401923333,0.424187646670167,0.591406632070512,trot
0.639423190154745,0.513341462312223,0.442926427089531,trot
0.521779286144995,0.537348502203623,0.506433857755674,trot
0.605060853253519,0.478479336141482,0.569529211826137,trot
0.28227291176068,0.579500154989024,0.431575795189778,trot
0.555858877705931,0.556489175566406,0.5056590309612,trot
0.518399161414005,0.460802552987359,0.619291080590162,trot
0.568708185775594,0.422975319557189,0.483185750583726,trot
0.476103427388692,0.559131309702335,0.54732666227491,trot
0.468716803689543,0.496636066127564,0.533240798106355,trot
0.636922318277405,0.352792044816664,0.522175749691179,trot
0.478180174748479,0.676451631275063,0.463639386532463,trot
0.49002039952825,0.517022924814896,0.545252748508344,trot
0.557676893582606,0.608512124291774,0.560881009980132,trot
0.599792938238098,0.61091934093337,0.376596609918955,trot
0.357636793425905,0.548195090448139,0.628910270101328,trot
0.44912240632363,0.442007828010856,0.421340719768503,trot
0.405514202332624,0.366266215973904,0.573315836671574,trot
0.528215724707876,0.870653514937878,0.581304812349104,trot
0.534614975390627,0.385938956328216,0.358633030310936,trot
0.565297071280971,0.474403947511078,0.638851158414895,trot
0.374431553523669,0.669619536859847,0.492832249492371,trot
0.464178715364723,0.573633910852693,0.555147661814836,trot
0.650565235241866,0.552848261832082,0.497267671336792,trot
0.675676782608299,0.500128886308296,0.620613803010313,trot
0.528721376715322,0.449619453094292,0.38167889578402,trot
0.584620180024866,0.606480215195099,0.502881252826549,trot
0.502696724696276,0.616200650032942,0.520416111286554,trot
0.453047800671548,0.558665711964836,0.475227885345132,trot
0.410249617154831,0.375496861185868,0.568233375829816,trot
0.643013547899253,0.518986593730865,0.421864623505878,trot
0.671509947339145,0.316934724172164,0.525880833001051,trot
0.762679043443185,0.70432075954874,0.632466971625409,trot
0.458421259624493,0.518892193871386,0.497560784435921,trot
0.356484844197863,0.531336771863394,0.593203050904849,trot
0.56816270885459,0.398841793173461,0.602887814144306,trot
0.418848032824335,0.496682749282328,0.563520207290572,trot
0.588403396124598,0.502867789808421,0.546710843786473,trot
0.48252333920716,0.474846608040809,0.400266908434094,trot
0.392283348277431,0.545350199692602,0.545707252966362,trot
0.639620038227798,0.453214278009045,0.596460679143275,trot
0.591120006755776,0.489788580205859,0.459045090686563,trot
0.450508313719057,0.568940744323793,0.651120426863468,trot
0.576453398060897,0.491883907859169,0.46970591313476,trot
0.626248563668753,0.319317161610331,0.498183091388348,trot
0.616363394101247,0.38375023789633,0.536977843675873,trot
0.540980896532765,0.963635036252118,0.563826103523172,trot
0.501601067756353,0.3738765002853,0.40470896174269,trot
0.721079732711523,0.51495222601562,0.715240796806533,trot
0.394235299873179,0.464181214730377,0.638975200694363,trot
0.941347773406603,0.608738513890491,0.517827665207531,trot
0.537772843630601,0.173292236074233,0.417845716871407,trot
0.588023477086569,0.430731343982459,0.627195186711373,trot
0.347132543579952,0.46898631364921,0.514025268903003,trot
0.576868497078424,0.540977645730411,0.523005595536675,trot
0.511508883999837,0.501873001696825,0.401082689180193,trot
0.620367254726926,0.542667329335029,0.595042052181152,trot
0.718493884431889,0.564477597920702,0.373002548712671,trot
0.52602421505378,0.588920482223818,0.335220152776905,trot
0.69437124904761,0.60426926116419,0.57833126386089,trot
0.426494799284661,0.515652021509474,0.49942210039352,trot
0.560183344722882,0.431254001905245,0.490017922563853,trot
0.352981340450482,0.422743589826301,0.474824629171807,trot
0.555108878863975,0.387572196174977,0.571156012460295,trot
0.604459930545705,0.521269043969474,0.377795019077722,trot
0.38205700798942,0.388464491921531,0.516025291441595,trot
0.671061853658944,0.395113157433481,0.578945987911603,trot
0.43386584703319,0.645050773178899,0.653447262083963,trot
0.414770226036797,0.653915752337518,0.543067825026808,trot
0.53733757316628,0.414801615648146,0.540150351012351,trot
0.452755874185767,0.473486764429845,0.555916748002555,trot
0.492683634978068,0.597445078918336,0.540745601244427,trot
0.388868613601345,0.550084662424979,0.427532099572529,trot
0.453135289230366,0.39562582605242,0.474416363090181,trot
0.442010864414273,0.545090975109806,0.451720978809463,trot
0.461794091741257,0.548760907707827,0.510902992397722,trot
0.608412441033036,0.487599220687882,0.497690979090892,trot
0.54085470051483,0.521560820429506,0.624674846885821,trot
0.52835373353986,0.566967456632555,0.525811423759692,trot
0.487742801214241,0.423684740225007,0.43837393797163,trot
0.400721048691236,0.50015632587235,0.392007098887897,trot
0.608372220920318,0.460029970651196,0.460839512658291,trot
0.672218718772842,0.391355313579256,0.583418007113623,trot
0.478901265488406,0.357576889954448,0.455635519461491,trot
0.415056016757846,0.59775473031556,0.455066980050659,trot
0.491947988138925,0.323088196269405,0.671929741541762,trot
0.554426500153789,0.442071896107937,0.463719170353547,trot
0.444289614414935,0.480218346778751,0.451125945706443,trot
0.455359741759599,0.317808576695022,0.574759897443483,trot
0.750126862759498,0.582876650752288,0.469737720686991,trot
0.621103768815252,0.608351887602226,0.368455799685875,trot
0.529186357920968,0.476855137581434,0.520812794595878,trot
0.472870812005589,0.524392127901189,0.353785712600935,trot
0.344811394234753,0.458675993355464,0.718179123033757,trot
0.519094857010127,0.556009928856757,0.398978374994084,trot
0.525358815202265,0.495283109378995,0.456735694885294,trot
0.493972847049283,0.463847276926857,0.367931608305427,trot
0.491328377384346,0.402426326225365,0.458837036387358,trot
0.40840092623138,0.490228324883598,0.400180034645738,trot
0.538360376250017,0.404315467761756,0.471655785937037,trot
0.653479550860111,0.400914758050941,0.411470931702379,trot
0.507083909870178,0.50512443748644,0.330534437846886,trot
0.502187472961916,0.657564261656099,0.414027581200363,trot
0.543484316839637,0.460646346989441,0.638323116971535,trot
0.46229813195675,0.624177713627187,0.45847414783206,trot
0.470561009449594,0.584233907095729,0.511257509186841,trot
0.416622977531183,0.48796579432627,0.488275409475202,trot
0.502927798004923,0.63372718958321,0.431475915875731,trot
0.548971145943479,0.38528890796373,0.431703275241173,trot
0.362117535219637,0.45728278107192,0.455498202990242,trot
0.445182199996492,0.478684069048597,0.461729325788404,trot
0.482081795721662,0.595321138502756,0.482768405923867,trot
0.395044641420585,0.653413915307155,0.525979434731087,trot
0.537739093140846,0.483485310462483,0.486572025077805,trot
0.450898595811521,0.566180764075996,0.527363396696563,trot
0.45571574489487,0.425161221044253,0.579123954927322,trot
0.371155325162449,0.598467214820904,0.531777847965264,trot
0.59346736967348,0.428233489884961,0.416471924090847,trot
0.532508712485204,0.353108702840783,0.507300391342688,trot
0.738784204113651,0.358750946849177,0.396493220090354,trot
0.615077731955227,0.534267920614479,0.629429891254793,trot
0.472591384250269,0.429149261134215,0.435754565257011,trot
0.456830966142252,0.589602016376978,0.842937578124615,trot
0.362659686981531,0.258272623670139,0.618093688358254,trot
0.582749924372304,0.466545867218917,0.508367236440838,trot
0.456291285208444,0.592981557847005,0.585996192409188,trot
0.462120504542736,0.405677856490827,0.368077545744919,trot
0.533793296851654,0.479839162429868,0.412803268910413,trot
0.510925680522618,0.605966836094474,0.443638545393066,trot
0.491940451653092,0.598384400259806,0.301214872923164,trot
0.421001891228724,0.525886845173242,0.459378301405931,trot
0.46316953503595,0.422627576020722,0.567621907789107,trot
0.527321737171988,0.277492797685684,0.439243424332829,trot
0.32651671034855,0.608942040943713,0.50573329780708,trot
0.46155232848551,0.356960952064708,0.471211472272802,trot
0.487232389983323,0.534629081806816,0.418186373592388,trot
0.512331961135789,0.563508239784768,0.589395486001229,trot
0.480683913177458,0.443113089027366,0.476851489380531,trot
0.548923651084174,0.435660778206305,0.626722656768327,trot
0.524521229120962,0.652271171661694,0.383008749925933,trot
0.442081536273725,0.446060628162017,0.264132960161413,trot
0.48707828281126,0.555659070603215,0.441087989294977,trot
0.512032172277551,0.393691564871222,0.584824588071643,trot
0.423545517886173,0.489184941839309,0.389443392290846,trot
0.340141954789673,0.451843629257646,0.0763012291655648,trot
0.385941726367051,0.572336932638661,0.669630035719031,trot
0.581334891962923,0.406737447008028,0.416673693884892,trot
0.539265891655394,0.482766403556279,0.395270538240224,trot
0.38104064959118,0.578232229946829,0.536381092669691,trot
0.443242162419328,0.561313694433656,0.372364537344774,trot
0.41976217874656,0.464701875628526,0.57146123517411,trot
0.548685095441764,0.559337599978132,0.39237244568903,trot
0.478784334812697,0.604705711385944,0.594311218784089,trot
0.301581705191696,0.604771300136209,0.820498511721698,trot
0.425882140347983,0.514708089441376,0.59487929054987,trot
0.352165627774619,0.360774335859469,0.622162333673438,trot
0.484487624813362,0.737140749847151,0.362976773860532,trot
0.499789838550857,0.609123134061452,0.465213998895601,trot
0.360805822710293,0.513738642319739,0.531556305639901,trot
0.577722208870546,0.608115289752815,0.566279924434288,trot
0.279854974414658,0.522675000250972,0.49216852366038,trot
0.539108713479579,0.354770539598383,0.617107063391617,trot
0.597722102866647,0.748002228897047,0.565677198321524,trot
0.646282563461263,0.429698897261195,0.549320607157046,trot
0.458326016729222,0.503534037218946,0.586279218242797,trot
0.573603577142969,0.510809985437432,0.638440733347255,trot
0.558591511620165,0.401765556425365,0.636844740765936,trot
0.41794604858152,0.647050593812264,0.836908080469346,trot
0.551028053142239,0.463710728846419,0.463213764991754,trot
0.452174043177226,0.51910314218256,0.29984249049424,trot
0.461417387177167,0.460173796155642,0.450902097142506,trot
0.37456431540535,0.514117381831413,0.56723868469835,trot
0.603531182387486,0.647063636799772,0.606464582476064,trot
0.338958790326618,0.610092169813147,0.440706331085463,trot
0.556553449070977,0.46065611445968,0.527391323398893,trot
0.58363479435127,0.416429714898372,0.62068816359202,trot
0.552735628948242,0.427626155839982,0.490190285172965,trot
0.618651817123472,0.346026196874655,0.506310612533151,trot
0.526291394232355,0.471830953943006,0.549426778231932,trot
0.587249738818194,0.548660901854201,0.468485495818422,trot
0.356883816959552,0.526117199295822,0.48771149247256,trot
0.479625347357801,0.493669780749106,0.59942667792273,trot
0.63611015804322,0.321962227854737,0.0990388130414543,trot
0.454896090868444,0.436469078675279,0.678884399474544,trot
0.506638789673729,0.308009431965383,0.427528357949835,trot
0.512527517631562,0.572544237796811,0.607167351495196,trot
0.489436745653382,0.268689212264966,0.480775809476107,trot
0.453584671867618,0.694794667570535,0.498538778296635,trot
0.478681536894598,0.504043201576741,0.541727868928577,trot
0.461747633018895,0.62358388512223,0.613945738266095,trot
0.58085270656121,0.636011744183987,0.446904846750397,trot
0.424954568454585,0.405522766885138,0.737426748209261,trot
0.436565911008079,0.360327496540976,0.336651637083995,trot
0.454486621565673,0.356023034396352,0.565261319429723,trot
0.615240138889628,0.492931722687651,0.600787672197956,trot
0.511782100943954,0.441881504609466,0.369633585911378,trot
0.513416048362332,0.661723077281207,0.410985535963259,trot
0.340956157984145,0.530991824323765,0.539764267070823,trot
0.534347194200694,0.432430594181195,0.485999671639352,trot
0.426996346475975,0.455606166613835,0.535804737999618,trot
0.472417315309923,0.345750717415718,0.666441192909225,trot
0.533552252856071,0.608193139546103,0.400171906114675,trot
0.542688079181826,0.471667905234593,0.553807423620225,trot
0.593613562726171,0.41758536589549,0.0899074665976465,trot
0.479970825524792,0.503751079653205,0.488439939507017,trot
0.589392120627856,0.585742972000881,0.297865330778031,trot
0.612530230718344,0.502252462343734,0.351377815302361,trot
0.375018171663899,0.597065035361942,0.47251561183087,trot
0.488154471941477,0.555197208076336,0.57916651216673,trot
0.422701271031629,0.474599734790641,0.616669048281581,trot
0.494900994423874,0.268247127530521,0.521501172222541,trot
0.590550658758978,0.450136949822549,0.530275756250985,trot
0.586967725171672,0.547254734175747,0.595257044107352,trot
0.4562002314901,0.734410169830398,0.679388083238022,trot
0.489416115996269,0.509077936900787,0.403164100887026,trot
0.599528195233211,0.443657913307187,0.458532770385539,trot
0.609130330782929,0.549939064170187,0.448315551976716,trot
0.644310703969695,0.6238800855482,0.642114893644777,trot
0.630543754478697,0.537698137016885,0.556347231444703,trot
0.615333848044299,0.459327719439943,0.493843757854988,trot
0.590515860050714,0.304532717226251,0.59123047095148,trot
0.557330297785721,0.640585917587117,0.552698337225622,trot
0.581190643086736,0.522682476970505,0.439952135435875,trot
0.509231581659928,0.508862184966831,0.328794044861243,trot
0.300588856052944,0.581550481713394,0.425858398550024,trot
0.352641190449597,0.64698747265843,0.403910281544597,trot
0.427193381406191,0.473270284689223,0.597687197237334,trot
0.472680121008661,0.339475217794641,0.614115956278126,trot
0.323572456573252,0.500472101314231,0.424135447428876,trot
0.477137197281355,0.359143452432756,0.528766622823037,trot
0.501615998914703,0.351513839269317,0.546460249711926,trot
0.520619914143947,0.627656007307767,0.501289348286727,trot
0.433535473617752,0.474664700885028,0.329412051873329,trot
0.538039899271074,0.616448857513125,0.407096745780667,trot
0.450340369778032,0.607145920077573,0.470374710926806,trot
0.379250497285012,0.598442020705238,0.424346163051869,trot
0.278735948475925,0.410458150789598,0.471373024827584,trot
0.345378596505569,0.379058838405901,0.36639502272482,trot
0.495053311703041,0.365402863897568,0.530526040785838,trot
0.311263862935251,0.536339507258307,0.703509615757388,trot
0.556939144809974,0.50667156105274,0.297645551333415,trot
0.464601481990696,0.366157045988372,0.497939709837308,trot
0.427441435920193,0.4087955499073,0.445819647455241,trot
0.553796588223137,0.421723528594495,0.580461174790478,trot
0.396351558038236,0.414870159757232,0.390774909194825,trot
0.433433925903843,0.462004766104242,0.541929621558946,trot
0.456264420073549,0.519854892799948,0.710583171728542,trot
0.918330487125127,0.478323827681347,0.446258149278042,trot
0.379514333344108,0.493826552832739,0.517613260046377,trot
0.743618109864561,0.447360133892561,0.22228980658423,trot
0.558739336712828,0.470634399432617,0.445215956939635,trot
0.599986620610341,0.493775633773401,0.43623993427771,trot
0.643089657426287,0.667736071063993,0.384064358885532,trot
0.513157738916013,0.549761031245117,0.692236950799783,trot
0.473067792224181,0.641942563966041,0.69350229059019,trot
0.384313700617173,0.534811775963187,0.583596200479698,trot
0.521889624618778,0.539011039559911,0.568616391577691,trot
0.673532077820068,0.490531149362002,0.290967883778215,trot
0.511548385793877,0.420863230443043,0.394160131651693,trot
0.463783910402231,0.552802038198984,0.512741384731367,trot
0.477855345380566,0.617781081887828,0.606240091462076,trot
0.622749969931811,0.350288902826187,0.474961535860641,trot
0.605228208790645,0.49868605085611,0.449003254631596,trot
0.455553175731486,0.240992016160605,0.414653600354318,trot
0.53613682056044,0.517898351873969,0.539095220254615,trot
0.535752851185356,0.426278405081781,0.513012207355136,trot
0.500197384926248,0.312594695892023,0.421707137410567,trot
0.566860390759041,0.43698839527327,0.606551591132754,trot
0.591231488875434,0.35368072523406,0.481964723747093,trot
0.360419465045727,0.535189765039068,0.744772056801463,trot
0.377651266320736,0.471065922335379,0.547902918380621,trot
0.626626083606043,0.419013751714891,0.283624546709726,trot
0.509147340355022,0.589582531576817,0.540503125808673,trot
0.479064641597468,0.424258920420387,0.377323888441484,trot
0.478013906307684,0.672447483617517,0.512019754197279,trot
0.426855271755931,0.629452722230427,0.522147248842755,trot
0.719814133155359,0.345249672842771,0.590878315503389,trot
0.58978065841906,0.559991229019031,0.575820292200315,trot
0.476705058418993,0.394495160276161,0.591438340275606,trot
0.675123710149189,0.310512941831896,0.384345363703826,trot
0.505579571457208,0.401666501160882,0.443519171240233,trot
0.535925930504326,0.413861801653426,0.405669517674588,trot
0.478717648941634,0.433820592619505,0.558674759690216,trot
0.518368113091528,0.528714933876115,0.697601333140811,trot
0.38565892121915,0.486436899278327,0.396642814364322,trot
0.55146195468092,0.424130035059496,0.306454128173396,trot
0.526720754372204,0.492172705512427,0.454554642534269,trot
0.419763552261056,0.582765365889353,0.501612257287504,trot
0.949807334706415,0.415889684674485,0.416741563948761,trot
0.627939443621065,0.657796944300515,0.556583982475694,trot
0.398738602044736,0.420368704966411,0.514223253355949,trot
0.525589258437158,0.581892309941791,0.42915822579533,trot
0.52864057622454,0.608775409919605,0.431013210092291,trot
0.414398991688817,0.45484368079878,0.702773575705727,trot
0.592985015610851,0.682989355005507,0.547293949078735,trot
0.515828057704068,0.611554472859495,0.460614102108687,trot
0.388963784928681,0.484126272418581,0.47837583886701,trot
0.573648045101586,0.565154832144506,0.239721553298025,trot
0.570313888081384,0.713959825480579,0.441272854505093,trot
0.583836668124138,0.81558128952384,0.608671577611617,trot
0.384735487702612,0.44671867406586,0.609297192028177,trot
0.465222606535905,0.554608504486488,0.515064008449628,trot
0.552885329468317,0.606850447222214,0.473549260671968,trot
0.409148697956359,0.500510204199752,0.57231038689907,trot
0.564074665742885,0.40537568209276,0.525124038031177,trot
0.549358359323638,0.503520027530648,0.471570752755458,trot
0.720573813902294,0.458686670235149,0.524362783636281,trot
