Delta_phase_1_2 (cycle),Delta_phase_2_3 (cycle),Delta_phase_3_4 (cycle),Delta_phase_4_5 (cycle),Delta_phase_5_6 (cycle),Delta_phase_6_7 (cycle),Delta_phase_7_8 (cycle),model gait
0.384069828698845,0.590987488755706,0.595461810977777,0.647108143877878,0.376561638488496,0.500654725012781,0.561157009172157,trot/alternating tetrapod
0.585655299544542,0.477729972592676,0.389756443712455,0.638385680498056,0.576805931386786,0.401381072748945,0.332478400101479,trot/alternating tetrapod
0.645796107872333,0.407192072072278,0.968132480306238,0.464803089633727,0.470882226031007,0.452781840486723,0.479613298624578,trot/alternating tetrapod
0.407470057050355,0.38386557848696,0.502105357025042,0.545872420248626,0.47357183584466,0.231564339955101,0.523241612537862,trot/alternating tetrapod
0.500106246532691,0.438032247953075,0.477257629747774,0.680262135862994,0.58474524530054,0.608846919742803,0.264521931321189,trot/alternating tetrapod
0.490636299299222,0.661343914930988,0.392664513436613,0.579078316533929,0.429026972812933,0.566957242488762,0.7032244458161,trot/alternating tetrapod
0.508112922024528,0.459043140532206,0.446889515597391,0.423329864208472,0.445382452131724,0.145907955040406,0.518610622659845,trot/alternating tetrapod
0.502168306617699,0.366453572861755,0.484519259043359,0.384927978617962,0.468568455095066,0.464120437796956,0.506994547019985,trot/alternating tetrapod
0.460768617715665,0.553163415443437,0.47476921515453,0.468464548057227,0.645687647976184,0.541500238229027,0.397687275637503,trot/alternating tetrapod
0.394222570792643,0.602368391244629,0.275198423020647,0.48316729444763,0.334645957158668,0.496269413208214,0.495866179532917,trot/alternating tetrapod
0.426236649554225,0.551227301185788,0.356004583428716,0.766024058812303,0.573631249680723,0.392643494791193,0.539588384661478,trot/alternating tetrapod
0.529905139771785,0.569522399425157,0.518939841975867,0.595033883364179,0.461102884097058,0.428773300275355,0.46208937784689,trot/alternating tetrapod
0.403432094499292,0.598509278249753,0.909550433948158,0.734396066644253,0.623743200878625,0.466813644241279,0.417560516692851,trot/alternating tetrapod
0.333828460743101,0.451897477379155,0.761028251081097,0.428187691658998,0.43067571114977,0.481081026829413,0.567745262166635,trot/alternating tetrapod
0.562723430963726,0.404126283373832,0.570101501330628,0.647979573864258,0.499517751154208,0.34976031490215,0.335022518035481,trot/alternating tetrapod
0.540780227442425,0.386566273171943,0.441691634638707,0.557879242880673,0.689684472695717,0.515343978503818,0.454287745715022,trot/alternating tetrapod
0.523908513574466,0.590939739335204,0.48139071606461,0.51256690513345,0.461481401315246,0.38512932682131,0.428251256422369,trot/alternating tetrapod
0.321693414504684,0.437538059314171,0.553867751422248,0.436297875207001,0.453183028184381,0.503443627226611,0.520262108372254,trot/alternating tetrapod
0.474545608679187,0.576724954138501,0.55920604642063,0.468154896679211,0.3719353196858,0.585704992606943,0.540230706465913,trot/alternating tetrapod
0.526164380109768,0.399141323636177,0.485801454207946,0.305706350309455,0.51751251591499,0.600272087060381,0.340953153018519,trot/alternating tetrapod
0.582646159910627,0.446631063649494,0.338706270223678,0.508395272338402,0.672244977448897,0.571561022798022,0.378017121344282,trot/alternating tetrapod
0.528019186832783,0.364713823358175,0.568696310587176,0.413831675790359,0.685240243658094,0.602299916983679,0.642189713738796,trot/alternating tetrapod
0.510597016130991,0.461482064635344,0.520680348075737,0.593596797647719,0.631433650349665,0.488643763488662,0.408462341203661,trot/alternating tetrapod
0.414208468057181,0.606290794986321,0.493546508404382,0.505127831572097,0.602040588630859,0.468051001362177,0.43593795047145,trot/alternating tetrapod
0.327879438691039,0.373691212016558,0.516004756840766,0.438080048902836,0.493522123596121,0.589319054338764,0.609719982808306,trot/alternating tetrapod
0.446296155756872,0.48088822056178,0.445693081117526,0.461632959034277,0.370206714897785,0.611027610752848,0.446134977431436,trot/alternating tetrapod
0.67745455680172,0.532576039825737,0.342889621122731,0.583899235253646,0.435783019593498,0.570638498450144,0.523016343234817,trot/alternating tetrapod
0.508152621912353,0.48130122245164,0.546177626426966,0.462049326036436,0.359772833220654,0.407355736093319,0.357773813822583,trot/alternating tetrapod
0.531752282092181,0.407834380499967,0.377159795425263,0.409165986429967,0.581499849710715,0.448345200849772,0.5831251720393,trot/alternating tetrapod
0.631594436159308,0.498445140510572,0.440956087100635,0.575558998230226,0.454669567452417,0.546729008556794,0.343787039281277,trot/alternating tetrapod
0.434878199865294,0.399789995586465,0.408944953273761,0.660744098032564,0.489706150396546,0.433631948925786,0.530640034452582,trot/alternating tetrapod
0.438605821915544,0.466974857149711,0.645976282297862,0.54716996728046,0.536305696843984,0.525166706025966,0.578776170233723,trot/alternating tetrapod
0.535616708853004,0.556432004074018,0.657143540002639,0.501824768879298,0.653618401442046,0.659771105011335,0.432692737779696,trot/alternating tetrapod
0.339921956825696,0.394698002184818,0.550269896511951,0.334617113914622,0.533718485447451,0.598009301313178,0.364291201890343,trot/alternating tetrapod
0.466664159518171,0.383139728280446,0.665723168387273,0.80602333428543,0.729027484046878,0.450075339636459,0.379137507065138,trot/alternating tetrapod
0.40848606347651,0.582960467543505,0.641097629508156,0.469277994870925,0.572247891414314,0.676581041358932,0.309158028843648,trot/alternating tetrapod
0.425358910594039,0.527253470082465,0.526759594802737,0.454943982145373,0.498018617760014,0.561102826861444,0.510938641283808,trot/alternating tetrapod
0.590805148190932,0.481864040571119,0.609675977002554,0.447863237139659,0.663822201294188,0.541335218049701,0.662180537189765,trot/alternating tetrapod
0.700052876965815,0.494021235726944,0.44955739484561,0.487400435486289,0.419054232888957,0.548638088685284,0.581661247661659,trot/alternating tetrapod
0.585934878549492,0.395721736424744,0.380505364353664,0.452838993002794,0.542834815306175,0.644487445524823,0.469011469176498,trot/alternating tetrapod
0.40145904736586,0.48987487264293,0.490724922921426,0.605163332601528,0.478585644880045,0.537219526552556,0.617102558845322,trot/alternating tetrapod
0.385636978831833,0.485302355135938,0.666301289162714,0.339857578665828,0.580594432118935,0.596599828670768,0.577608023609871,trot/alternating tetrapod
0.189220104931651,0.476097684493446,0.569673754393567,0.423459958416958,0.599717779199905,0.522786394491109,0.525592654724644,trot/alternating tetrapod
0.524875745767791,0.467270079681624,0.327424885823969,0.253932177028615,0.491120918172677,0.384245901209345,0.639134295840752,trot/alternating tetrapod
0.270672927963578,0.708609634511166,0.460544505602178,0.470856309109179,0.674779391891997,0.356213081700176,0.523515827037928,trot/alternating tetrapod
0.617718056983334,0.461348054356074,0.558211504000721,0.904251125493096,0.34913145300824,0.486260582532743,0.400110329718104,trot/alternating tetrapod
0.532765107924794,0.582813940956537,0.562173966039443,0.365638617533399,0.47824544748771,0.699557335709599,0.218609976558216,trot/alternating tetrapod
0.46008343895316,0.260653779765541,0.43724035360409,0.424095035433758,0.655125023231169,0.456575552496807,0.517534574853465,trot/alternating tetrapod
0.559560458875604,0.541961939137979,0.735481527505754,0.418640069414593,0.420169067818441,0.485752166206963,0.382424636561587,trot/alternating tetrapod
0.499192434450897,0.436025823990176,0.582383220925384,0.609799652998074,0.23717312252361,0.508423548947064,0.56613707358569,trot/alternating tetrapod
0.601683265497347,0.588386907026786,0.277942331166779,0.437537958149325,0.3474584499752,0.422224372481945,0.538336427202679,trot/alternating tetrapod
0.510982950880255,0.724094189342015,0.584634467624953,0.508533248767768,0.628931236843742,0.209570387239689,0.428344975791925,trot/alternating tetrapod
0.840257611942576,0.337914827187819,0.717509706951028,0.583920179277434,0.438163628491791,0.532413636804307,0.56851117305924,trot/alternating tetrapod
0.544431989539535,0.483841730261771,0.543126301639026,0.411312795759294,0.476776526872919,0.639020895915097,0.459537931755832,trot/alternating tetrapod
0.611970177870859,0.429657119496091,0.553926641014735,0.603927478209116,0.401827933126231,0.479409601602415,0.436860851324493,trot/alternating tetrapod
0.489459956621413,0.379258197348604,0.492791023790022,0.613560028184808,0.340676233074034,0.450941687035458,0.325973836438621,trot/alternating tetrapod
0.615797263163815,0.582820205503729,0.445475887919262,0.439803509866178,0.515742830773033,0.556839190986131,0.50228742651144,trot/alternating tetrapod
0.42765615275082,0.346296270129396,0.574635597999568,0.609904156451937,0.652680332556605,0.467617985577339,0.390478435308369,trot/alternating tetrapod
0.748486045432198,0.490869332305384,0.462610825223896,0.44637089500674,0.298406735232762,0.587717011863749,0.364889469524938,trot/alternating tetrapod
0.61731219386895,0.468083557566032,0.511638547745046,0.250304793729971,0.586339617790955,0.581840795100028,0.426665558770667,trot/alternating tetrapod
0.441011858312746,0.547078126253192,0.572382732922542,0.593228177152585,0.492401951180687,0.594050695051392,0.343567563911764,trot/alternating tetrapod
0.532417273504387,0.377679171760168,0.491516378356238,0.388991508364252,0.587964879112985,0.483712047023124,0.335044232266296,trot/alternating tetrapod
0.319156320028057,0.478560912405269,0.382784453411719,0.540225247126193,0.359026479624113,0.724251633207001,0.449008844295716,trot/alternating tetrapod
0.520629907911483,0.309386752124464,0.510127654036267,0.656845706330144,0.388669438961157,0.408820403549183,0.479116491305529,trot/alternating tetrapod
0.658039745761329,0.529635945473951,0.508049320409437,0.277134745472518,0.530701008082018,0.567729158706247,0.692438805574454,trot/alternating tetrapod
0.40418289917017,0.585553880563305,0.471329063560441,0.542658978700169,0.263692165630061,0.497424169334602,0.484454328734587,trot/alternating tetrapod
0.433099363265653,0.659966802163259,0.264897474569762,0.501753852897225,0.647366016889709,0.597490687499008,0.333567626603697,trot/alternating tetrapod
0.546663311234249,0.623598774684537,0.462094159734196,0.842964069883339,0.435243818546339,0.514860514264866,0.497399009904392,trot/alternating tetrapod
0.604394216880748,0.553319900864911,0.539148359679973,0.574235281603336,0.469045431751071,0.518767295369786,0.347012302012248,trot/alternating tetrapod
0.441047324688976,0.371482893626012,0.463874186118136,0.53106849611911,0.514807835887735,0.45163083130959,0.218573913244648,trot/alternating tetrapod
0.551429884685977,0.625690071563668,0.432888255444866,0.475154888880405,0.429672698833993,0.543663441521826,0.451606972648117,trot/alternating tetrapod
0.808451528893418,0.370353809206802,0.526481623713678,0.51686722392713,0.576270269739401,0.550389269942025,0.454733406616846,trot/alternating tetrapod
0.559613482624647,0.60260798534798,0.543672797829233,0.563856916513541,0.56090623650365,0.440860982904615,0.486682113832054,trot/alternating tetrapod
0.591749379221959,0.468540222316554,0.345350087513087,0.593316729986461,0.567900891138127,0.446399652235373,0.417271353503007,trot/alternating tetrapod
0.439258758531923,0.385879264299578,0.395530491423496,0.410641866445151,0.468703629005875,0.529041157626185,0.271397108425665,trot/alternating tetrapod
0.522952270102027,0.734155695739174,0.583694575202829,0.497326032520665,0.454643817557962,0.333597547477621,0.657270537915125,trot/alternating tetrapod
0.712325968286279,0.672704531659671,0.926775057787594,0.496536280281187,0.428360721932567,0.51543153897364,0.540733396746817,trot/alternating tetrapod
0.553324339859024,0.681561532214557,0.345005763280922,0.386997400001468,0.802659990824751,0.537777900662856,0.655656938354386,trot/alternating tetrapod
0.498546635698794,0.459283752182722,0.404108518621543,0.332444132769619,0.462632490019832,0.676077839002758,0.447817793222916,trot/alternating tetrapod
0.534605497447075,0.415407535755554,0.458787083632559,0.443448359509403,0.460177442109504,0.429741093817163,0.584752849061751,trot/alternating tetrapod
0.568032830917256,0.548458478669247,0.432225242822793,0.722432174123348,0.451541400816114,0.484070495355742,0.529354307646058,trot/alternating tetrapod
0.625288190610268,0.707740772869432,0.617295942521271,0.794919985186947,0.456388714888184,0.521894945813449,0.555321864562563,trot/alternating tetrapod
0.538539013190302,0.501997169457447,0.342066602394938,0.349752363084731,0.741125196585284,0.518162289904364,0.633089674066949,trot/alternating tetrapod
0.532659650343361,0.55793697512987,0.537376100849897,0.662651335400767,0.32815386003132,0.36412300645068,0.521078764802332,trot/alternating tetrapod
0.435292531426299,0.702798833420016,0.646401055715256,0.664265581872625,0.506829996073578,0.620994729962448,0.58279093118028,trot/alternating tetrapod
0.745550949450288,0.274943760610544,0.435136278480906,0.433036272160337,0.304915309505949,0.422964058468771,0.514973609415256,trot/alternating tetrapod
0.577337163561258,0.18946478199286,0.405177262494458,0.649800713413306,0.416756825359921,0.615980397721327,0.599867089199171,trot/alternating tetrapod
0.539298526877565,0.505914644193428,0.45347744364824,0.509896743701673,0.517132290647166,0.559570231506398,0.485713204552017,trot/alternating tetrapod
0.411712555717758,0.503465654780076,0.559311634680575,0.473261443725836,0.241432448283463,0.444354909340092,0.573763697238991,trot/alternating tetrapod
0.407246182849029,0.388430588143873,0.580747875049791,0.368706482549764,0.516534757474291,0.518354625289737,0.640096640357562,trot/alternating tetrapod
0.415609669388232,0.544855729381012,0.448876653974693,0.620694100432175,0.357825732606544,0.435424030733375,0.284017044565574,trot/alternating tetrapod
0.54833041774351,0.539445295888014,0.483084983752511,0.400828837680324,0.56114484672621,0.512079265902869,0.323522662126091,trot/alternating tetrapod
0.478830327676712,0.3439195835534,0.47054910244426,0.443883539679141,0.600912647054961,0.477112928467213,0.501482225336204,trot/alternating tetrapod
0.664371234747577,0.605701550429522,0.582252027302218,0.359510951619397,0.620927538894658,0.556964495112023,0.631508522896822,trot/alternating tetrapod
0.276497727764204,0.43563183841029,0.653514496740918,0.612879398397221,0.563959396999606,0.434724799765192,0.452937439852381,trot/alternating tetrapod
0.561446115423086,0.329233875585286,0.615810371314872,0.361997827769498,0.632117294705334,0.478463407695825,0.566488801931105,trot/alternating tetrapod
0.467440553139254,0.567792771399507,0.485767033013591,0.537007725352855,0.523206601840405,0.398105124662443,0.508258863117328,trot/alternating tetrapod
0.522360694842032,0.550884573928981,0.636341511433302,0.363057671711606,0.687515573145673,0.546060153807479,0.378873436290795,trot/alternating tetrapod
0.337087424891592,0.521964385691101,0.387214229836423,0.21584966912888,0.440846590472288,0.626895486983324,0.401296846740894,trot/alternating tetrapod
0.497574308886384,0.355516449569384,0.373817559275177,0.68108525287789,0.38599500334753,0.610612229369235,0.568867071018675,trot/alternating tetrapod
0.470549826410241,0.670698605278634,0.514465447124238,0.55470408602798,0.566951415380591,0.540312057022841,0.655126609805672,trot/alternating tetrapod
0.482319611910296,0.523181249357915,0.628297033487373,0.63820491736794,0.513485391728802,0.489176718874932,0.646891973145895,trot/alternating tetrapod
0.32584504803285,0.459824572300126,0.42336163341181,0.541071788106111,0.389343045793414,0.456862361853943,0.519816103707614,trot/alternating tetrapod
0.399059302118028,0.535720754008591,0.484441248475001,0.656214972276007,0.562224845203522,0.500530000005914,0.382647957515485,trot/alternating tetrapod
0.399723971619249,0.564125709252263,0.479449950946936,0.353374315868002,0.338915427857098,0.455130885904433,0.562042754761512,trot/alternating tetrapod
0.497005123152889,0.218435041263381,0.401589687940268,0.43011773277421,0.102542983807681,0.53222961479112,0.510197790965052,trot/alternating tetrapod
0.4469114138938,0.449561687234394,0.522617261596227,0.348994521296029,0.469651410814472,0.675124258656638,0.491440868169514,trot/alternating tetrapod
0.534480042660142,0.142247569853736,0.36749684864657,0.411415330610778,0.396450388274194,0.57162830453026,0.507059598496783,trot/alternating tetrapod
0.669015740926271,0.514443998404098,0.546956998892564,0.47554403137954,0.667443210198772,0.619825880315292,0.462736823869051,trot/alternating tetrapod
0.470471175044048,0.496330546391804,0.484868593047864,0.6555814640272,0.384842447352593,0.603164209647276,0.580698527978041,trot/alternating tetrapod
0.47034678032899,0.632275051850556,0.61162449827148,0.337649852606645,0.487407367715284,0.600450770821176,0.459210479444634,trot/alternating tetrapod
0.658285160032557,0.552296944606161,0.407342311823046,0.368321558896869,0.497348345308204,0.528088143885192,0.716281325710717,trot/alternating tetrapod
0.444139875751857,0.467683198327778,0.543074709308623,0.311356378313188,0.4761632926681,0.623611166625448,0.302838208687656,trot/alternating tetrapod
0.467788153098624,0.556892142057023,0.411692898116826,0.614970530835667,0.626810365798379,0.439069462573105,0.472259977677339,trot/alternating tetrapod
0.599204305231462,0.588571179345604,0.993231231911079,0.599998078866784,0.50896098213314,0.442592838181584,0.420432313110449,trot/alternating tetrapod
0.537235305871744,0.55359968254186,0.332780886781177,0.574080655794392,0.439397636845699,0.489505628476684,0.461227793204395,trot/alternating tetrapod
0.443034450725146,0.578332034958153,0.613211685247439,0.438214098638208,0.274933994917102,0.370739630938647,0.677801740072148,trot/alternating tetrapod
0.433593331225277,0.60246350472961,0.325707218079021,0.570792992663377,0.281139198489093,0.402469381273096,0.44365659016408,trot/alternating tetrapod
0.474877031987758,0.505205443255634,0.829778324743067,0.435271622168978,0.391843186167296,0.444966203366006,0.457356043041862,trot/alternating tetrapod
0.527672404063987,0.523310494436995,0.582396735145934,0.512883809710169,0.504249495864707,0.725893944541979,0.719296989982943,trot/alternating tetrapod
0.441514010674101,0.391932598827329,0.495239282421747,0.558827385687502,0.503024695791317,0.62901577351398,0.557754470180316,trot/alternating tetrapod
0.369490494288978,0.372695452684528,0.625057700937408,0.694517532343145,0.372767013546525,0.454590296730314,0.384980878207944,trot/alternating tetrapod
0.511882495985127,0.418267970293373,0.554304269338772,0.45020127663935,0.53952757604943,0.599047204461166,0.388873274621789,trot/alternating tetrapod
0.535288513144818,0.542873409602057,0.366346681436477,0.519236013708993,0.501186886438266,0.663716466871117,0.418133262994639,trot/alternating tetrapod
0.409886293439288,0.493310229948071,0.390286788161732,0.423058177457479,0.627753577369036,0.537375686113877,0.531063389432259,trot/alternating tetrapod
0.596092864647767,0.406406440475415,0.57204890027363,0.670260912854811,0.309422064444058,0.637369756952958,0.469569215371023,trot/alternating tetrapod
0.554192951499542,0.459629659560144,0.246024866394513,0.50913830368387,0.481235253581536,0.493208788710575,0.425184482428991,trot/alternating tetrapod
0.529390448958388,0.49125578776779,0.447595194744726,0.523748970925644,0.692276489725657,0.534483895562074,0.64901987046962,trot/alternating tetrapod
0.625164404768819,0.643873988317588,0.622139914826587,0.452843579648834,0.717161305837197,0.418628359936774,0.576713860284278,trot/alternating tetrapod
0.447662014117382,0.648244410414084,0.475726730446293,0.604506213330569,0.468372574193164,0.330626091398361,0.432025540353958,trot/alternating tetrapod
0.413969675987917,0.260721848982862,0.560776457400477,0.392041188745703,0.667296444376291,0.552479410677937,0.589174065028862,trot/alternating tetrapod
0.465065754218385,0.576402033145582,0.492720485163628,0.240900504052555,0.46520908903683,0.403764109638677,0.530225763717361,trot/alternating tetrapod
0.135004158836928,0.497963467186257,0.537155188092916,0.498784266033259,0.416220071232913,0.477671950757817,0.463185552140033,trot/alternating tetrapod
0.795137449584456,0.567457063829483,0.463981066125343,0.658426749020885,0.587849125586661,0.574705249829853,0.478747841613626,trot/alternating tetrapod
0.609346406490195,0.511479442670682,0.624197783497395,0.0180392675029664,0.548020929121848,0.37754479457398,0.691530607387135,trot/alternating tetrapod
0.582112003887925,0.826392612152872,0.546019521401324,0.593737823677351,0.479327641663996,0.603467933744467,0.553534438099996,trot/alternating tetrapod
0.583252062210806,0.531333229364752,0.416283454395102,0.527023813673361,0.535984395664358,0.535857270606295,0.390772349681945,trot/alternating tetrapod
0.681711976066133,0.679325623712376,0.507276022386643,0.63290232266964,0.565102315635835,0.410552163561946,0.42564515074266,trot/alternating tetrapod
0.481640422499105,0.639165865949168,0.518902209080964,0.59669502529916,0.499705845436416,0.602609847788385,0.451482597849393,trot/alternating tetrapod
0.485181447266619,0.452033231554602,0.47605965770601,0.528770531437269,0.487705732386507,0.323452978355542,0.532247774124559,trot/alternating tetrapod
0.52670531963736,0.437940687694769,0.414169964043264,0.580796432974542,0.294460050209229,0.389136174677557,0.612226738244398,trot/alternating tetrapod
0.47889224232191,0.468353913641105,0.694652127388236,0.295827416040979,0.531623607250775,0.632214366461868,0.436582798206431,trot/alternating tetrapod
0.680365688580182,0.531898555363547,0.542040554274101,0.578189331428625,0.385670592477688,0.600713679620348,0.44940535753082,trot/alternating tetrapod
0.652147762694453,0.430470358907718,0.463920962775606,0.526431009877961,0.34591202086087,0.719554084103952,0.577420914156184,trot/alternating tetrapod
0.668906700244271,0.596826782595341,0.438616476965779,0.63549181195494,0.478400309000767,0.637839498597777,0.377744334853578,trot/alternating tetrapod
0.348495304429205,0.45650141594753,0.391505971045926,0.441103025346587,0.519572499850444,0.558279453788352,0.368060199470558,trot/alternating tetrapod
0.358539703877312,0.690244220908168,0.416068371614143,0.347016824484782,0.470394605535108,0.547203234631864,0.487259421982025,trot/alternating tetrapod
0.43403748528963,0.547154470533869,0.503224497724685,0.344512340987934,0.544022436762911,0.512735737746094,0.483649635851531,trot/alternating tetrapod
0.606788577098238,0.402641577119231,0.427466618515488,0.408609944886492,0.397897960745364,0.663747504593247,0.453161360499732,trot/alternating tetrapod
0.658568996491937,0.552919218072463,0.413192803881412,0.534416331428326,0.538231626791265,0.577542382069165,0.40962032528743,trot/alternating tetrapod
0.784990571492775,0.337837223094695,0.498255517611029,0.318066340997287,0.678565036129229,0.470045660433942,0.535946996299231,trot/alternating tetrapod
0.507672247213152,0.477810357810334,0.321881560176449,0.653007391387098,0.459821142525208,0.539612015586141,0.272674996220852,trot/alternating tetrapod
0.661946971173724,0.556341637743741,0.447522659956319,0.353268671315509,0.536591501057666,0.574287290927981,0.336319784564528,trot/alternating tetrapod
0.566741779410034,0.294451506195744,0.480280065024163,0.446906984751082,0.805733056051056,0.408558509260733,0.705600276592931,trot/alternating tetrapod
0.545314980599789,0.444995481628486,0.440728394660506,0.629237716447142,0.74542637344752,0.422960490384568,0.20576480501475,trot/alternating tetrapod
0.381770851386715,0.609914444399658,0.493905890653583,0.651915215207011,0.484031650997912,0.645885596690859,0.572713293690754,trot/alternating tetrapod
0.611954995795139,0.594464159409952,0.496183305232196,0.502711580558235,0.44428575745759,0.546271697390612,0.633318098022952,trot/alternating tetrapod
0.624190683108544,0.553468990081377,0.575795398277886,0.548133165743223,0.377190539365146,0.64638595048608,0.493754938724632,trot/alternating tetrapod
0.482386594277875,0.590856976185309,0.724691826000319,0.593669988071632,0.556562189760357,0.356849644831518,0.429142082714122,trot/alternating tetrapod
0.764912249764259,0.406376147320006,0.490058003126031,0.431607654208321,0.497046445384459,0.44825649832812,0.584518373548333,trot/alternating tetrapod
0.363701044506848,0.470617284580969,0.257204010603725,0.492955849234691,0.517155613933828,0.516729062617331,0.477264529137934,trot/alternating tetrapod
