Delta_phase_1_2 (cycle),Delta_phase_2_3 (cycle),Delta_phase_3_4 (cycle),Delta_phase_4_5 (cycle),Delta_phase_5_6 (cycle),model gait
0.573781631017018,0.470045439269287,0.504351787034958,0.414964291258009,0.449869599704205,trot/alternating tripod
0.510470389147732,0.49627999808443,0.62713769789324,0.712334670364881,0.630417746798542,trot/alternating tripod
0.514102052854209,0.60133151317001,0.686801554575096,0.607187354466513,0.367587218368453,trot/alternating tripod
0.376352325903265,0.535660694102218,0.777484977242353,0.407290360321909,0.486185032869266,trot/alternating tripod
0.495561943986908,0.286708492605917,0.407651582626345,0.480640657052398,0.630937199813429,trot/alternating tripod
0.447519260718334,0.453363661266552,0.592549019044011,0.573996426806591,0.470544409220317,trot/alternating tripod
0.783904197479268,0.565568760433046,0.379554768602478,0.739644753917697,0.455862871878098,trot/alternating tripod
0.453712793584962,0.353203502625061,0.844188777882057,0.442642267298456,0.440783481136831,trot/alternating tripod
0.533785457672432,0.709366061159011,0.448034030155097,0.600217138445878,0.490932727675528,trot/alternating tripod
0.519849620085595,0.407454557602473,0.651694765556806,0.611592351470334,0.519572147661343,trot/alternating tripod
0.484307894450708,0.301884427976851,0.429581754054433,0.503368087254728,0.399965151055769,trot/alternating tripod
0.507374596164442,0.340655305626088,0.405990837653324,0.362429709047454,0.282580916693762,trot/alternating tripod
0.654309665662525,0.702022200832149,0.336542698159293,0.474650979190834,0.326956733636935,trot/alternating tripod
0.479591332152474,0.451067322649377,0.743013318942376,0.675415267727602,0.583606522406653,trot/alternating tripod
0.490609179028587,0.566097703504271,0.453211904922534,0.473813222331011,0.778776926053546,trot/alternating tripod
0.287015748379408,0.446831310416713,0.552098770478175,0.32882622996248,0.581288104006251,trot/alternating tripod
0.509551174010056,0.389282870590902,0.594179873690814,0.591058570290648,0.572068797354784,trot/alternating tripod
0.536279229972764,0.492070579725459,0.715400752317148,0.547740933338295,0.628005969513627,trot/alternating tripod
0.477046636454068,0.478028051131033,0.306974168582307,0.601308330876916,0.581753539313012,trot/alternating tripod
0.586144917476426,0.705153136057621,0.501915603076791,0.469394339198189,0.491611532675726,trot/alternating tripod
0.559264443442276,0.414699190512977,0.596548131171007,0.889137311932625,0.472258941589666,trot/alternating tripod
0.346842624925494,0.490992375551873,0.379851919694003,0.486408956642909,0.380481949946064,trot/alternating tripod
0.539401977852243,0.547889851786402,0.41273872993997,0.333775413031802,0.407420261066976,trot/alternating tripod
0.517995689860287,0.462712281028625,0.328827851419856,0.373080502321574,0.617210186068197,trot/alternating tripod
0.671895381761902,0.448158573501652,0.346676999890623,0.438338316244799,0.633306744583445,trot/alternating tripod
0.513859530879302,0.662590582954417,0.388530680105336,0.399605917972616,0.50982066650905,trot/alternating tripod
0.504419244522109,0.615043085145647,0.529788433212689,0.523059501590545,0.440158930154914,trot/alternating tripod
0.615932091080153,0.488485849671201,0.671574758840376,0.79074015556903,0.584031559221015,trot/alternating tripod
0.575644018754835,0.529064372747461,0.552782657047704,0.451463922274189,0.608883716491838,trot/alternating tripod
0.710462640297638,0.356565771005724,0.585538809227234,0.490343622296536,0.555712148378563,trot/alternating tripod
0.508234788154482,0.532190663339563,0.509858518234404,0.328376704837119,0.459394719487391,trot/alternating tripod
0.515819522243936,0.611538200967411,0.489961610284941,0.5845166627351,0.685450280660671,trot/alternating tripod
0.441908340998351,0.451318478346477,0.555233000685882,0.47354500383665,0.46954556079055,trot/alternating tripod
0.409352952684886,0.690602098985291,0.584682616522073,0.539621772683078,0.363182832678524,trot/alternating tripod
0.425986856162546,0.388084443860377,0.281654628175185,0.471996413963184,0.382864826594033,trot/alternating tripod
0.512141506463623,0.419318271574294,0.584784483894366,0.402546832102128,0.500594277372422,trot/alternating tripod
0.460965439301115,0.580882086378108,0.570363777923713,0.399651451487447,0.389086536034436,trot/alternating tripod
0.443571481384787,0.534668950870363,0.537430776816689,0.514384612572028,0.529182838615242,trot/alternating tripod
0.620567722236857,0.568609352921609,0.482551822223161,0.386716810866818,0.546127626204868,trot/alternating tripod
0.626993270954521,0.538364923249839,0.425439530484715,0.501756210975673,0.568612624907229,trot/alternating tripod
0.609119872631431,0.463468831769258,0.596142866816557,0.241889243308725,0.476452332563421,trot/alternating tripod
0.490393448882025,0.649442707383062,0.612491640835096,0.624154484354212,0.502403739528801,trot/alternating tripod
0.648366226948088,0.586087577971371,0.565657122555588,0.501796982812833,0.528468481797721,trot/alternating tripod
0.477797640961308,0.428480068931013,0.525988308448519,0.458689519985216,0.421479883742694,trot/alternating tripod
0.516726215290944,0.572751095539711,0.39003032411282,0.55519692574678,0.365917267065007,trot/alternating tripod
0.545082585626581,0.467555035430346,0.423891628969399,0.37856051312431,0.385453456183804,trot/alternating tripod
0.448275120970947,0.528601480147769,0.721371635147055,0.64434057285057,0.518690885911509,trot/alternating tripod
0.50243559118417,0.390375413935391,0.728869806870798,0.586423998230124,0.521707942892833,trot/alternating tripod
0.400794125743586,0.401384155316273,0.5433227516494,0.330280834355797,0.555085456617996,trot/alternating tripod
0.389034963191014,0.625229187836925,0.667829357120704,0.524965940627957,0.64626177308571,trot/alternating tripod
0.317575637517703,0.547171686151626,0.511812732170962,0.51644247222113,0.566761562891419,trot/alternating tripod
0.556231844103316,0.702041167063632,0.557240196453616,0.414261439192321,0.478683030345546,trot/alternating tripod
0.746055950823829,0.309771677586418,0.496447741560807,0.587260763968293,0.381507468740997,trot/alternating tripod
0.360007374648829,0.259721744843484,0.324171942298183,0.504022186208387,0.489688433194223,trot/alternating tripod
0.361504522724749,0.425307145874436,0.364006175409175,0.424544612550869,0.57433922372327,trot/alternating tripod
0.513683794642454,0.47740930803395,0.508384485901662,0.389240871254641,0.516267821400654,trot/alternating tripod
0.505756786969015,0.531730265517515,0.4776009092378,0.414337605446055,0.628107626229723,trot/alternating tripod
0.499443461101541,0.540702266324118,0.456855074700993,0.495769783372614,0.398737809946382,trot/alternating tripod
0.527990286886017,0.461837508357962,0.427649249377475,0.311474543506855,0.484191941926171,trot/alternating tripod
0.55072726484327,0.620824010457187,0.596800949035354,0.647821397661815,0.344092822568282,trot/alternating tripod
0.464092314596586,0.38694762949126,0.304599667967519,0.504874408978244,0.617169924271626,trot/alternating tripod
0.369060569889512,0.477449592999633,0.475943240718367,0.763342814073906,0.48405864390808,trot/alternating tripod
0.538238693260572,0.69183523291099,0.532774282419615,0.385045461910034,0.604885930361936,trot/alternating tripod
0.326948090255353,0.434317633466233,0.567077702904179,0.779041598786833,0.562571290229021,trot/alternating tripod
0.382028600966164,0.604489051284107,0.875220613558362,0.646708269835845,0.360648660803844,trot/alternating tripod
0.543329614221467,0.402348196090872,0.598909550436976,0.505032470307891,0.582076403868385,trot/alternating tripod
0.515707284165184,0.616506451128727,0.482438047428969,0.510257758099753,0.404442468934224,trot/alternating tripod
0.219750275255661,0.474398870122217,0.518399770347322,0.341832917004205,0.425091585276882,trot/alternating tripod
0.448885598324966,0.58517578705968,0.749341401583359,0.587195057578599,0.532826404736803,trot/alternating tripod
0.549343891909081,0.495286625820312,0.533142153732437,0.5327234647814,0.473629159522228,trot/alternating tripod
0.462452047317502,0.458967057845597,0.500225182488093,0.617046580531608,0.120451603649058,trot/alternating tripod
0.468231722491619,0.500451183877437,0.49936028911825,0.553583404668869,0.571833651936534,trot/alternating tripod
0.475567787752468,0.461443681804186,0.475508475159974,0.448952660594607,0.334219067964683,trot/alternating tripod
0.449878224185096,0.458874207143778,0.614324603199342,0.379722897213808,0.472556167265213,trot/alternating tripod
0.465796932265303,0.589562782695174,0.23688306872488,0.429473177475175,0.554799817812145,trot/alternating tripod
0.49969358728368,0.447754593259707,0.50038355206669,0.604348663493071,0.481423833007155,trot/alternating tripod
0.539899125958291,0.393015597709964,0.452550910189836,0.511806989409264,0.41786331318947,trot/alternating tripod
0.537792906844397,0.594386629916095,0.298457621554456,0.374466036474464,0.723357825778466,trot/alternating tripod
0.323571925175655,0.517197071547597,0.48764656648522,0.41510111177402,0.502952447933828,trot/alternating tripod
0.573340030906017,0.569700773050644,0.56995094181609,0.493179966871586,0.50843220115393,trot/alternating tripod
0.542556460048274,0.303293502519246,0.520319471748121,0.460750394818265,0.565405303601773,trot/alternating tripod
0.392842068822564,0.387062348737128,0.521743333145384,0.521318354639532,0.632596774246588,trot/alternating tripod
0.646676640950967,0.38253370258153,0.422064266693061,0.521578948031527,0.567414824892255,trot/alternating tripod
0.722324037511983,0.426528801260203,0.340792232514266,0.502325964785495,0.518539258425479,trot/alternating tripod
0.623860382437857,0.525131273635614,0.573614471077427,0.390663519572469,0.456403928638241,trot/alternating tripod
0.567378258095421,0.505205749942985,0.42255335533583,0.70419378172338,0.411952860958902,trot/alternating tripod
0.388861491376941,0.552972027720276,0.531789630335861,0.601618414707237,0.283009271979393,trot/alternating tripod
0.451535934419578,0.575902565625537,0.54253853539447,0.531496904446403,0.510812269663587,trot/alternating tripod
0.518629528885712,0.572260010003613,0.504806667989144,0.516270926522567,0.531724025505348,trot/alternating tripod
0.454240991247496,0.46307321462833,0.683437556191891,0.508786668046144,0.445664218876493,trot/alternating tripod
0.958217985320995,0.626878257638701,0.370966013679554,0.552176647389068,0.497373224823542,trot/alternating tripod
0.607841038038993,0.450416568111833,0.403310319311997,0.458699993161118,0.327514637545625,trot/alternating tripod
0.565640080147041,0.437450678217336,0.655743590246572,0.528412507639715,0.464466014532173,trot/alternating tripod
0.473887769621296,0.671995568498588,0.553221003341141,0.443983579029054,0.619375528199926,trot/alternating tripod
0.299136246526192,0.587921433421413,0.434087549762328,0.601942081906352,0.463920044389528,trot/alternating tripod
0.484838887190847,0.367256310193054,0.361463533683974,0.374904050968326,0.360541143264361,trot/alternating tripod
0.55669192296417,0.392124649027037,0.514073772182973,0.381374081376927,0.368927335773827,trot/alternating tripod
0.459581583713382,0.343403029682205,0.936088757586947,0.410803167269371,0.496832567678285,trot/alternating tripod
0.5046413088796,0.697532616686163,0.135095567349151,0.595748381250027,0.498579463856529,trot/alternating tripod
0.408666936704627,0.658165969980555,0.382308838515499,0.674885033742003,0.538540393459267,trot/alternating tripod
0.542449447404997,0.45147523937115,0.627028235123563,0.630669714212119,0.355825341637092,trot/alternating tripod
0.339432936483941,0.307160903789256,0.477717724206951,0.504181352997485,0.498198747876722,trot/alternating tripod
0.519488709476231,0.359173121854447,0.415364511349119,0.549084916783096,0.531869549692066,trot/alternating tripod
0.436835545310354,0.425946460375761,0.467671981420742,0.423993571578228,0.549606889219721,trot/alternating tripod
0.569202882529049,0.453641871644443,0.319145113222729,0.550469135466386,0.564233798527789,trot/alternating tripod
0.436589329931639,0.394469308572154,0.583917039649364,0.597675517904873,0.608915680996267,trot/alternating tripod
0.493360044914425,0.588272870744925,0.582617149361257,0.313919050929207,0.468799639269913,trot/alternating tripod
0.582104410360201,0.480491918191107,0.483827380547386,0.470006334370762,0.482037279996758,trot/alternating tripod
0.334914415578529,0.565467706468957,0.322893552480779,0.547453109970094,0.495360574039488,trot/alternating tripod
0.348968602767296,0.560700253817732,0.471671574551592,0.434544615944606,0.561348294836776,trot/alternating tripod
0.260447600477542,0.48582712898075,0.568634896479964,0.439481236611406,0.576021872947423,trot/alternating tripod
0.354681107696385,0.415083179456778,0.34430817179124,0.492737507001245,0.52305741002326,trot/alternating tripod
0.549145199601102,0.535457270256891,0.366584919319898,0.580317930131571,0.442894943191078,trot/alternating tripod
0.312520334916073,0.610374574512486,0.415639451157426,0.297514059563951,0.357147972828902,trot/alternating tripod
0.371781114322556,0.361152758831617,0.662361466306056,0.403780631366443,0.525777877528697,trot/alternating tripod
0.3963202777898,0.420161162632149,0.590962377238753,0.566672694597327,0.480283094897258,trot/alternating tripod
0.674757856919236,0.414827690977869,0.605172153146598,0.538194502091364,0.652939961462654,trot/alternating tripod
0.437082877977494,0.508644034059567,0.440885506291258,0.495668098983242,0.533737267256936,trot/alternating tripod
0.307806277017348,0.529251430220873,0.454191835669692,0.542924041159804,0.446413790878348,trot/alternating tripod
0.56152806794035,0.303783746250648,0.470555187980883,0.593514283919973,0.496871353869075,trot/alternating tripod
0.784914020832032,0.323047522765279,0.616243592110472,0.643795865617337,0.563509590185404,trot/alternating tripod
0.504470462160685,0.438852661441289,0.627440448830739,0.527827188448205,0.530787481166605,trot/alternating tripod
0.543761539112881,0.473346684966152,0.423957702006786,0.635858575349737,0.456297130334062,trot/alternating tripod
0.362330397337554,0.417691275338815,0.571617515754165,0.639659048028364,0.367931413257846,trot/alternating tripod
0.367863785794412,0.440666397185794,0.398770583152865,0.487713801605577,0.429806474718274,trot/alternating tripod
0.390056478101803,0.409297684682204,0.650152536719759,0.950586743519666,0.365057996072768,trot/alternating tripod
0.472388272789317,0.558611947627116,0.530774781114241,0.676357145548544,0.634411284751085,trot/alternating tripod
0.331434211368898,0.479567738357988,0.48455253838474,0.288553460210731,0.489944989072205,trot/alternating tripod
0.507002445847012,0.575893092446534,0.499942666878483,0.491351871690369,0.501260642057315,trot/alternating tripod
0.585974098369181,0.569331172743082,0.455988037543628,0.549703925728875,0.60238393683601,trot/alternating tripod
0.495468514499928,0.616826660124997,0.540838233923435,0.608079452031451,0.467490127812327,trot/alternating tripod
0.698094873528452,0.557499629964485,0.652116208761441,0.438256233292576,0.625503971993505,trot/alternating tripod
0.559771556581582,0.696698848113025,0.672058929794441,0.645487558380467,0.493505095453547,trot/alternating tripod
0.433240952814777,0.653647457802119,0.520764592447886,0.624426706761893,0.765580583471476,trot/alternating tripod
0.412407167744966,0.563238115963697,0.558227175536215,0.513788714931003,0.458465150548775,trot/alternating tripod
0.431737653501013,0.597492939302126,0.577026579664932,0.420424986092177,0.44151934411715,trot/alternating tripod
0.568831755053414,0.555719939441448,0.566611354636684,0.4857972637696,0.55526644811488,trot/alternating tripod
0.398260232023097,0.412250738715459,0.764642117527991,0.531032533051015,0.48710763265035,trot/alternating tripod
0.717738846788538,0.397919211780447,0.464427307280233,0.373450542875296,0.469012539820175,trot/alternating tripod
0.532267313492956,0.42558201134061,0.830253177915782,0.289810528283682,0.529450043775677,trot/alternating tripod
0.612601811132582,0.450239457594547,0.401027225164361,0.763022575615338,0.459114541860689,trot/alternating tripod
0.47720267980788,0.264534861183253,0.48489147345149,0.442923446937959,0.614679411947513,trot/alternating tripod
0.50121127644962,0.532661240080747,0.455848836280171,0.426294549304042,0.509860537231001,trot/alternating tripod
0.517211813593517,0.355482370611543,0.613582715139591,0.563919847969047,0.501025542584496,trot/alternating tripod
0.484767706477327,0.513271337088265,0.379891293151743,0.579633733716791,0.798876414803905,trot/alternating tripod
0.47658050713654,0.541456138960867,0.432556378911969,0.453054166048265,0.505279786725186,trot/alternating tripod
0.525650767860459,0.542781272204693,0.515459423647811,0.344722329438421,0.519739565358658,trot/alternating tripod
0.477088009521906,0.417541736195826,0.443468358400922,0.332232560545033,0.425580087816525,trot/alternating tripod
0.380204069988782,0.495941481848237,0.445788477575876,0.468300074543692,0.564858511370552,trot/alternating tripod
0.561368549711324,0.742789474526342,0.392713119577827,0.56766334512144,0.520063094664757,trot/alternating tripod
0.485091459499124,0.427508657126553,0.280993056087215,0.40928162999332,0.491164716113031,trot/alternating tripod
0.513006784760766,0.595998914655171,0.561440848115019,0.50716747593818,0.661528223368685,trot/alternating tripod
0.289554113573032,0.436976563005022,0.507175287837812,0.597441985131174,0.416177492240969,trot/alternating tripod
0.526216194087993,0.427082878233322,0.621959837200869,0.468280664699131,0.315497934313566,trot/alternating tripod
0.459418794949877,0.654967926203337,0.341425887683534,0.563422408239456,0.418244737197631,trot/alternating tripod
0.450757359537277,0.473844320616495,0.434338550190571,0.631715186678371,0.447861827881401,trot/alternating tripod
0.367750030570216,0.547359395560427,0.525202822169996,0.489089627408173,0.41045179567863,trot/alternating tripod
0.64885705780589,0.568302477427835,0.440821596686026,0.382920047166,0.585686663848651,trot/alternating tripod
0.339539577545365,0.475342610236018,0.617809448206403,0.669828383517329,0.510593328248503,trot/alternating tripod
0.592835831946283,0.535448499658668,0.557446703456558,0.563490250737493,0.559701813153656,trot/alternating tripod
0.600567812345261,0.627605548932424,0.559771800686425,0.411923758544159,0.483887285631103,trot/alternating tripod
0.493978494337094,0.503914791758861,0.525559208895107,0.553443682706257,0.653942823613394,trot/alternating tripod
0.440953073339531,0.329177438980772,0.301414776032303,0.492002990485824,0.656511419690943,trot/alternating tripod
0.626876112452553,0.392084073271343,0.483222086849355,0.411011462904017,0.453654277793314,trot/alternating tripod
0.534623681262097,0.368996912027972,0.412191421330209,0.370999154040352,0.590708058740189,trot/alternating tripod
0.474872815121237,0.589481111635441,0.51431376662128,0.458152461934491,0.291872725629606,trot/alternating tripod
0.495450502353615,0.353096998268099,0.359945561397858,0.389478676814701,0.420332419436884,trot/alternating tripod
0.507736718118443,0.562633799704273,0.47250968891064,0.697154970172313,0.352057285456263,trot/alternating tripod
0.455254238377535,0.570540377834053,0.490131732161704,0.582927133393819,0.370634149036111,trot/alternating tripod
0.48855037412188,0.586225088061459,0.615098666321017,0.389185753171546,0.449447461077446,trot/alternating tripod
0.458662972943513,0.609315996845843,0.47352844549768,0.551227347944247,0.514793420784466,trot/alternating tripod
0.418114458625427,0.614686834171149,0.510332255789876,0.555208220382268,0.332732988943581,trot/alternating tripod
0.44581196403611,0.43620638348187,0.203195449573717,0.316500089270766,0.45181817238758,trot/alternating tripod
0.516065596517031,0.57860834892189,0.480015767078845,0.551635188138887,0.533215595364252,trot/alternating tripod
0.718896817882493,0.494350660484584,0.672015897203494,0.523185371860871,0.579161028918337,trot/alternating tripod
0.541506775302895,0.525337540081351,0.600016578442754,0.361854543959469,0.59013446302546,trot/alternating tripod
0.421983046150002,0.68940089636722,0.441967751243777,0.714802568523324,0.434695575175011,trot/alternating tripod
0.550074530813445,0.453317684934524,0.467643744611528,0.579500522893998,0.476449716699683,trot/alternating tripod
0.400498919502538,0.350266732100146,0.491404602619035,0.47522348940048,0.502039899101474,trot/alternating tripod
0.453338872618846,0.509882115977034,0.581527478406023,0.609113988007409,0.571592689548508,trot/alternating tripod
0.462848033706597,0.638104762239257,0.540760361338068,0.598292335853971,0.486524726502037,trot/alternating tripod
0.588961688804735,0.732214097560844,0.366662886920309,0.457652535783813,0.312843126185987,trot/alternating tripod
0.466344491197594,0.427780047484708,0.524859106283208,0.459553992072144,0.51080338954251,trot/alternating tripod
0.53189857641175,0.389531566359968,0.525080218994281,0.768544824247247,0.467817999299672,trot/alternating tripod
0.611649909196032,0.49446515618704,0.365996148845171,0.569269802966866,0.396390413000102,trot/alternating tripod
0.670342197119067,0.623226370445257,0.521273180025092,0.386759711622404,0.637150713310943,trot/alternating tripod
0.459903180313802,0.443215236374723,0.454243639242687,0.438903533181031,0.519419222159013,trot/alternating tripod
0.531353114839448,0.461399201654419,0.0525167870662073,0.592265946719098,0.642373560805567,trot/alternating tripod
0.353372460832447,0.51875643496949,0.497758493963588,0.376206598573823,0.59801748327937,trot/alternating tripod
0.508992286401897,0.528000327724329,0.705497195739324,0.480064271402249,0.514106414417991,trot/alternating tripod
0.596792689877962,0.406845078884481,0.471804778348831,0.382186477069522,0.620878064297862,trot/alternating tripod
0.324542860325919,0.374700972234387,0.46548064515433,0.652195578761722,0.565457916134195,trot/alternating tripod
0.401285903959842,0.490384645525837,0.580577948181624,0.233558024226435,0.173149732043831,trot/alternating tripod
0.42729507816172,0.660735498109639,0.611872862357645,0.654646307580824,0.500888051512453,trot/alternating tripod
0.503937377915697,0.521476647951763,0.388504525899577,0.582646500072899,0.647776279365575,trot/alternating tripod
0.625103612643958,0.603582215805223,0.436151691589684,0.440198029987948,0.484499822019777,trot/alternating tripod
0.67870514828121,0.527615747243489,0.520415169522319,0.770831570284315,0.479956220875788,trot/alternating tripod
0.568861721945452,0.440422296066911,0.540476562804745,0.770667742212853,0.367953346008259,trot/alternating tripod
0.471738577429038,0.456274420991047,0.496019417145773,0.471289402794791,0.50424397087603,trot/alternating tripod
0.535482026970614,0.418878485187476,0.279319580550503,0.333257105869889,0.445665545017358,trot/alternating tripod
0.581822532087881,0.674662431262434,0.302836954370924,0.805826228514518,0.468276838012492,trot/alternating tripod
0.428967774875147,0.455310910811475,0.37020639776622,0.477967766826417,0.445130966551046,trot/alternating tripod
0.504151820413751,0.628354474317682,0.675780130958758,0.532271170062768,0.602956544976345,trot/alternating tripod
0.602624573372761,0.624809127351242,0.803194969702527,0.610443682358691,0.486039160799853,trot/alternating tripod
0.460433522048012,0.628278040345983,0.633416337738481,0.503066778382605,0.527431394798386,trot/alternating tripod
0.466949314106462,0.494483174270519,0.45403342602112,0.576352041298372,0.508560905204564,trot/alternating tripod
0.540951709864799,0.665982167839916,0.585837034272764,0.504381791187699,0.466980288587333,trot/alternating tripod
0.592272331660129,0.654451170308007,0.379772305481779,0.488790109797278,0.594619942722267,trot/alternating tripod
0.531030898100477,0.554147806372656,0.496062500346472,0.545632539365338,0.585876603315383,trot/alternating tripod
0.638410500062548,0.62651735400677,0.547199399894534,0.585081779826766,0.531068330210202,trot/alternating tripod
0.547011271823662,0.309967774497559,0.533662485274611,0.271694670608679,0.674463012750517,trot/alternating tripod
0.278092068030175,0.298410783758362,0.462005768624457,0.755337037294806,0.518369721858651,trot/alternating tripod
0.437099158180821,0.608651829533697,0.542327245591586,0.503512903378534,0.529167524892771,trot/alternating tripod
0.557681232174216,0.405019554328714,0.476553675922541,0.474033347560955,0.557287753747451,trot/alternating tripod
0.464632119125046,0.460943956009994,0.565484453143482,0.550600203185844,0.493351833616579,trot/alternating tripod
0.699551057155625,0.520051156850552,0.609315485127931,0.318440872172431,0.544980836871236,trot/alternating tripod
0.69733713889399,0.390580930747756,0.533798611582428,0.658876683256955,0.399712256549848,trot/alternating tripod
0.557813191324944,0.598938603341722,0.516521270003372,0.563208035883953,0.43386001297806,trot/alternating tripod
0.629569019555306,0.463151520140537,0.561366519576425,0.435144947636463,0.388604799452124,trot/alternating tripod
0.470362520379006,0.549122264134113,0.55616684550303,0.837945779166175,0.563997163706841,trot/alternating tripod
0.565872202390086,0.526314356677065,0.409122237795347,0.425860576270246,0.476470508021142,trot/alternating tripod
0.420809094096434,0.394244695388246,0.615030973224101,0.71753796361775,0.343078905058586,trot/alternating tripod
0.526379166587352,0.654564703290828,0.621407294051312,0.463255981785739,0.42023693565992,trot/alternating tripod
0.408978861320989,0.511539738463342,0.412705823315332,0.40855548129222,0.569883763030474,trot/alternating tripod
0.476656469314108,0.443990493385972,0.532933949148223,0.471094537834671,0.546488684634938,trot/alternating tripod
0.463930754630026,0.677639734710993,0.524366116408255,0.54743853968745,0.552558423490246,trot/alternating tripod
0.490422985595809,0.596732524973953,0.507703794266502,0.314853385257244,0.616853808299267,trot/alternating tripod
0.506233859766662,0.294297465333881,0.472522682021803,0.368441560925201,0.446350442693479,trot/alternating tripod
0.608954902946819,0.52809492098912,0.710180977933332,0.54228991386232,0.373390403213787,trot/alternating tripod
0.467907843493818,0.57284158881358,0.610357678922632,0.496089142085978,0.339723294209509,trot/alternating tripod
0.486960717160624,0.366924779633724,0.546629315198211,0.340979649811612,0.506250822504322,trot/alternating tripod
0.635611846516311,0.482917650577165,0.659941216683711,0.396378600558712,0.53785588099534,trot/alternating tripod
0.443770707140649,0.601914115404411,0.757768288443373,0.549607836561209,0.435913561419425,trot/alternating tripod
0.481418074109077,0.673813828318728,0.421660673844511,0.555640343996739,0.550627243633166,trot/alternating tripod
0.544308123516584,0.533415965532974,0.518805923509487,0.387473565655298,0.580062738857958,trot/alternating tripod
0.542839071628573,0.333759455638886,0.398909572289571,0.558308169222315,0.293430286306956,trot/alternating tripod
0.399441933577965,0.381450064723863,0.348213945767039,0.561861328596992,0.627260605683913,trot/alternating tripod
0.576625678631092,0.554416357413921,0.557546994754439,0.381231330289439,0.533373271071813,trot/alternating tripod
0.622458623308888,0.334758851387545,0.502872444250477,0.352981335930587,0.457991704348742,trot/alternating tripod
0.458333128935264,0.442984269467056,0.301641645944693,0.48492402364565,0.517184893059347,trot/alternating tripod
0.423721813831894,0.648900234816368,0.378641519478359,0.385340295093734,0.345450865984121,trot/alternating tripod
0.47532608675395,0.41199530521173,0.536237179176219,0.553187996516128,0.5435890337931,trot/alternating tripod
0.251957591955554,0.609804042651988,0.477014320696759,0.460081128980337,0.506169342531398,trot/alternating tripod
0.515785529731328,0.505528795772468,0.26922098046227,0.289658042089572,0.418585826143676,trot/alternating tripod
0.577196274109921,0.574969095720085,0.440752750599911,0.425304373647051,0.320705190255274,trot/alternating tripod
0.440967091265103,0.523539940393432,0.393792612473744,0.474971780057924,0.479445096142885,trot/alternating tripod
0.479019247141129,0.48416631070637,0.404469092324827,0.522920635803723,0.593911326907649,trot/alternating tripod
0.441078494713106,0.625200878247093,0.545784055108603,0.757150114672612,0.452048897996186,trot/alternating tripod
0.527177178101154,0.456236163568634,0.372889905693643,0.588156285299071,0.596293974955088,trot/alternating tripod
0.341576670857025,0.285792501733287,0.529233003260561,0.668447820368281,0.417796666240217,trot/alternating tripod
0.390855577743049,0.565946935090077,0.320801080689268,0.636395304013647,0.52681975066247,trot/alternating tripod
0.4761113432948,0.496421803532419,0.50688552612873,0.483566137170846,0.469743193913357,trot/alternating tripod
